name,description,image_url
Opéra Bastille,"Attend an opera or ballet performance in this modern theater, known for its impressive architecture.",https://images.unsplash.com/photo-1636554613531-89ffb1592ec3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxPcCVDMyVBOXJhJTIwQmFzdGlsbGV8ZW58MHx8fHwxNzI3MjAwOTMxfDA&ixlib=rb-4.0.3&q=80&w=1080
Opéra Garnier Tour,"Take a guided tour of the lavishly decorated Palais Garnier, a symbol of Parisian opulence.",https://images.unsplash.com/photo-1599049354107-fac4c52f3ace?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxPcCVDMyVBOXJhJTIwR2FybmllciUyMFRvdXJ8ZW58MHx8fHwxNzI3MTkwMzc1fDA&ixlib=rb-4.0.3&q=80&w=1080
Palace of Versailles,"Visitez l'opulent château de Versailles, ancienne résidence des rois de France.",https://images.unsplash.com/photo-1624301466553-cb1721edab2a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYWxhY2UlMjBvZiUyMFZlcnNhaWxsZXN8ZW58MHx8fHwxNzI3MTkwMjM2fDA&ixlib=rb-4.0.3&q=80&w=1080
Palais Garnier,"Visit the grand opera house, an architectural masterpiece and cultural icon in Paris.",https://images.unsplash.com/photo-1630587148265-761cbd139043?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYWxhaXMlMjBHYXJuaWVyfGVufDB8fHx8MTcyNzIwMDkzNHww&ixlib=rb-4.0.3&q=80&w=1080
Palais de Tokyo,"A contemporary art center showcasing cutting-edge exhibitions in a vast, modern space.",https://images.unsplash.com/photo-1680293465970-6f07b44e7806?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYWxhaXMlMjBkZSUyMFRva3lvfGVufDB8fHx8MTcyNzIwMDkzNXww&ixlib=rb-4.0.3&q=80&w=1080
Panthéon,"A mausoleum containing the remains of distinguished French citizens, with a fascinating history.",https://images.unsplash.com/photo-1623750318031-1a721a9f6124?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYW50aCVDMyVBOW9ufGVufDB8fHx8MTcyNzIwMDkzNnww&ixlib=rb-4.0.3&q=80&w=1080
Parc André Citroën,"A modern park with expansive lawns, fountains, and a tethered hot air balloon ride.",https://images.unsplash.com/photo-1709217070724-583b08f3524e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYXJjJTIwQW5kciVDMyVBOSUyMENpdHJvJUMzJUFCbnxlbnwwfHx8fDE3MjcyMDA5Mzh8MA&ixlib=rb-4.0.3&q=80&w=1080
Parc Georges-Brassens,A peaceful park in the 15th arrondissement with a vineyard and a book market on weekends.,https://images.unsplash.com/photo-1602745724567-e665476f2519?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYXJjJTIwR2Vvcmdlcy1CcmFzc2Vuc3xlbnwwfHx8fDE3MjcyMDA5Mzl8MA&ixlib=rb-4.0.3&q=80&w=1080
Parc Monceau,"A serene park with beautiful statues, a pond, and plenty of spots to relax.",https://images.unsplash.com/photo-1636142350095-947181bdff8d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYXJjJTIwTW9uY2VhdXxlbnwwfHx8fDE3MjcxOTA0MTB8MA&ixlib=rb-4.0.3&q=80&w=1080
Parc de Belleville,"A lesser-known park with beautiful views of the city, quiet and perfect for a relaxed afternoon.",https://images.unsplash.com/photo-1598065412434-6544dc76f81f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYXJjJTIwZGUlMjBCZWxsZXZpbGxlfGVufDB8fHx8MTcyNzIwMDk0MXww&ixlib=rb-4.0.3&q=80&w=1080
Parc de Bercy,"A beautiful park with gardens, ponds, and greenhouses, ideal for a tranquil day out.",https://images.unsplash.com/photo-1683314679240-90f06daf64a4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYXJjJTIwZGUlMjBCZXJjeXxlbnwwfHx8fDE3MjcyMDA5NDN8MA&ixlib=rb-4.0.3&q=80&w=1080
Parc de la Butte-du-Chapeau-Rouge,"A quiet, lesser-known park offering panoramic views of the city and beautiful lawns.",Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=Parc+de+la+Butte-du-Chapeau-Rouge&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Parc de la Villette,Relax in this sprawling park that combines green spaces with cultural venues.,https://images.unsplash.com/photo-1723546715010-36aef153139e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYXJjJTIwZGUlMjBsYSUyMFZpbGxldHRlfGVufDB8fHx8MTcyNzE5MDQwOHww&ixlib=rb-4.0.3&q=80&w=1080
Paris Catacombs,"Explorez les ossuaires souterrains de Paris, une expérience unique et fascinante.",https://images.unsplash.com/photo-1608214316492-bfdc317b1a06?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQYXJpcyUyMENhdGFjb21ic3xlbnwwfHx8fDE3MjcxOTAzNjJ8MA&ixlib=rb-4.0.3&q=80&w=1080
Paris Kart Indoor,An indoor go-kart track for adrenaline-seekers looking for some action in Paris.,Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=Paris+Kart+Indoor&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Passage Brady,"A narrow passage filled with Indian and Pakistani restaurants and shops, a taste of Asia in Paris.",Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=Passage+Brady&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Petit Palais,Explore fine arts collections in this beautiful building that also offers free exhibitions.,Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=Petit+Palais&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Place des Vosges,"The oldest planned square in Paris, a tranquil place to unwind and people-watch.",https://images.unsplash.com/photo-1710691018646-b02ad0761da3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQbGFjZSUyMGRlcyUyMFZvc2dlc3xlbnwwfHx8fDE3MjcxOTA0MTN8MA&ixlib=rb-4.0.3&q=80&w=1080
Place du Marché Saint-Honoré,"A modern square with a glass building, surrounded by cafes and shops.",Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=Place+du+March%C3%A9+Saint-Honor%C3%A9&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Pont Alexandre III,Admire the ornate architecture of the most beautiful bridge in Paris.,https://images.unsplash.com/photo-1690759432345-8008b47df90d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQb250JTIwQWxleGFuZHJlJTIwSUlJfGVufDB8fHx8MTcyNzE5MDM4Mnww&ixlib=rb-4.0.3&q=80&w=1080
Promenade Dora Maar,"A peaceful walkway with modern art installations, far from the city's hustle.",Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=Promenade+Dora+Maar&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Promenade Plantée,"A beautiful, elevated park built on an old railway line, ideal for a quiet stroll.",https://images.unsplash.com/photo-1570688384235-e33c15afbe82?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxQcm9tZW5hZGUlMjBQbGFudCVDMyVBOWV8ZW58MHx8fHwxNzI3MTkwNDEyfDA&ixlib=rb-4.0.3&q=80&w=1080
Promenade des Plantes,A scenic walk through the elevated green space that offers a quiet escape from the city.,Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=Promenade+des+Plantes&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Pétanque at Place Dauphine,"Play a game of pétanque at the historic Place Dauphine, a relaxed and local pastime.",Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=P%C3%A9tanque+at+Place+Dauphine&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Quai de Jemmapes,"A peaceful quay along the Canal Saint-Martin, popular with locals for picnics and walks.",Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=Quai+de+Jemmapes&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Rue Crémieux,"Stroll along this picturesque, colorful street that's perfect for a relaxing photo session.",Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=Rue+Cr%C3%A9mieux&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Rue Mouffetard Market,"A local market with fresh produce, perfect for those seeking an authentic Parisian experience.",Une erreur s'est produite lors de la requête : 403 Client Error: Forbidden for url: https://api.unsplash.com/search/photos?query=Rue+Mouffetard+Market&per_page=1&client_id=6GqmEGAUVEdj8sp6Z7_Qv1AwMSjI5xnE-uh-vOyapq0
Sacré-Cœur Basilica,"Visitez la basilique emblématique de Montmartre, offrant une vue imprenable sur Paris.",https://images.unsplash.com/photo-1548092876-a2c48808e22d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxTYWNyJUMzJUE5LUMlQzUlOTN1ciUyMEJhc2lsaWNhfGVufDB8fHx8MTcyNzE5MDM2OHww&ixlib=rb-4.0.3&q=80&w=1080
Sainte-Chapelle,"Admirez les magnifiques vitraux de la Sainte-Chapelle, un joyau de l'architecture gothique.",https://images.unsplash.com/photo-1704967137129-1b8093075e9e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxTYWludGUtQ2hhcGVsbGV8ZW58MHx8fHwxNzI3MTkwMjQwfDA&ixlib=rb-4.0.3&q=80&w=1080
Seine River Cruise,Profitez d'une croisière relaxante sur la Seine et admirez les monuments emblématiques de Paris.,https://images.unsplash.com/photo-1567187155374-cd9135b1f247?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxTZWluZSUyMFJpdmVyJTIwQ3J1aXNlfGVufDB8fHx8MTcyNzE5MDIzMHww&ixlib=rb-4.0.3&q=80&w=1080
Square René Viviani,"A small, quiet park near Notre-Dame with the oldest tree in Paris.",square_rene_viviani.png
Square des Batignolles,"A quaint English-style garden with a pond, ducks, and peaceful corners.",square_des_batignolles.png
Square des Peupliers,A peaceful residential square with charming houses and a village-like feel.,square_des_peupliers.png
Square du Temple,A peaceful park in the Marais with a small pond and beautiful gardens.,square_du_temple.png
Square du Vert-Galant,"A peaceful green space at the tip of Île de la Cité, perfect for a riverside picnic.",https://images.unsplash.com/photo-1544098281-073ae35c98b0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxTcXVhcmUlMjBkdSUyMFZlcnQtR2FsYW50fGVufDB8fHx8MTcyNzE5MDQwNXww&ixlib=rb-4.0.3&q=80&w=1080
Théâtre des Champs-Élysées,Attend a concert or opera in one of Paris' most prestigious and culturally rich venues.,theatre_des_champs_elysees.png
Théâtre du Châtelet,"Attend a performance in this historic theater, known for its varied cultural programming.",theatre_du_chatelet.png
Tour Eiffel,Visitez l'emblématique Tour Eiffel et profitez d'une vue imprenable sur Paris.,https://images.unsplash.com/photo-1558909540-384e29812f54?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxUb3VyJTIwRWlmZmVsfGVufDB8fHx8MTcyNzE4OTU3M3ww&ixlib=rb-4.0.3&q=80&w=1080
Versailles Gardens,"Explore the stunning gardens of the Palace of Versailles, a masterpiece of French formal gardens.",https://images.unsplash.com/photo-1710566156843-915479c4c654?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHxWZXJzYWlsbGVzJTIwR2FyZGVuc3xlbnwwfHx8fDE3MjcxOTAzODB8MA&ixlib=rb-4.0.3&q=80&w=1080
Viaduc des Arts,"A charming arcade under the Promenade Plantée, filled with artisan workshops and boutiques.",viaduc_des_arts.png
Villa Léandre,"A charming, quiet street in Montmartre that feels like a small English village.",villa_leandre.png
Île Saint-Louis,Stroll around this charming island in the Seine with quaint shops and a relaxed atmosphere.,https://images.unsplash.com/photo-1639155246408-728d55d29cae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NTczMzV8MHwxfHNlYXJjaHwxfHwlQzMlOEVsZSUyMFNhaW50LUxvdWlzfGVufDB8fHx8MTcyNzE5MDM5OHww&ixlib=rb-4.0.3&q=80&w=1080
Visiter les Catacombes de Paris,,
Se perdre dans la Petite Ceinture,,
Détente au Jardin des Serres d'Auteuil,,
Participer à une soirée de catch à la Lucha Libre,,
Chasse au trésor au Père-Lachaise,,
Explorer les égouts de Paris,,
Randonner à Buttes-Chaumont,,
Pique-niquer au Parc de Belleville,,
Visite guidée street art à Belleville,,
Faire du kayak sur le canal Saint-Martin,,
Dormir dans une péniche,,
Visiter les Arènes de Lutèce,,
Découvrir l'Atelier des Lumières,,
Déguster un brunch en haut du Mama Shelter,,
Randonner au bois de Vincennes,,
Survoler Paris en Montgolfière,,
Visiter le Musée des Égouts,,
Assister à un concert dans une chapelle secrète,,
Grimper à l’Observatoire Panoramique de la Tour Montparnasse,,
Balade en Canoë sur le Canal Saint-Martin,,
Participer à une chasse au trésor dans Montmartre,,
Explorer le bunker de la Gare de l'Est,,
Déguster des insectes à la Cité des Sciences,,
Découvrir les jardins secrets de Paris lors d'une balade botanique,,
Faire de l'escalade urbaine à la Défense,,
Faire un escape game dans les catacombes,,
Participer à une soirée déguisée au Musée des Arts Forains,,
Explorer les souterrains secrets de la Butte-aux-Cailles,,
Participer à un atelier de fabrication de parfums sur une péniche,,
Découvrir le street art en trottinette électrique à Belleville,,
Parcours d'accrobranche au Bois de Vincennes,,
Découverte des galeries souterraines de la Défense,,
Chasse au trésor dans le quartier du Marais,,
Initiation à la marche nordique dans le Parc des Buttes-Chaumont,,
Visiter les Catacombes de Paris,,
Se perdre dans la Petite Ceinture,,
Détente au Jardin des Serres d'Auteuil,,
Participer à une soirée de catch à la Lucha Libre,,
Chasse au trésor au Père-Lachaise,,
Explorer les égouts de Paris,,
Randonner à Buttes-Chaumont,,
Pique-niquer au Parc de Belleville,,
Visite guidée street art à Belleville,,
Faire du kayak sur le canal Saint-Martin,,
Dormir dans une péniche,,
Visiter les Arènes de Lutèce,,
Découvrir l'Atelier des Lumières,,
Déguster un brunch en haut du Mama Shelter,,
Randonner au bois de Vincennes,,
Survoler Paris en Montgolfière,,
Visiter le Musée des Égouts,,
Assister à un concert dans une chapelle secrète,,
Grimper à l’Observatoire Panoramique de la Tour Montparnasse,,
Balade en Canoë sur le Canal Saint-Martin,,
Participer à une chasse au trésor dans Montmartre,,
Explorer le bunker de la Gare de l'Est,,
Déguster des insectes à la Cité des Sciences,,
Découvrir les jardins secrets de Paris lors d'une balade botanique,,
Faire de l'escalade urbaine à la Défense,,
Faire un escape game dans les catacombes,,
Participer à une soirée déguisée au Musée des Arts Forains,,
Explorer les souterrains secrets de la Butte-aux-Cailles,,
Participer à un atelier de fabrication de parfums sur une péniche,,
Découvrir le street art en trottinette électrique à Belleville,,
Parcours d'accrobranche au Bois de Vincennes,,
Découverte des galeries souterraines de la Défense,,
Chasse au trésor dans le quartier du Marais,,
Initiation à la marche nordique dans le Parc des Buttes-Chaumont,,
